"S_ID","SAF_SELFCON","SQA06A","SQA06B","SQA06C","SQA06D","SQA06E","SQA06F","SBF_SELFCON","SQB01A","SQB01B","SQB01C","SQB01D","SQB01E","SQB01F","SAF_PINT","SQA14A","SQA14B","SQA14C","SBF_PINT","SQB03A","SQB03B","SQB03C","SAF_GENSELFEFF","SQA15A","SQA15B","SQA15C","SQA15D","SQA15E","SBF_GENSELFEFF","SQB02A","SQB02B","SQB02C","SQB02D","SQB02E","SAF_EFFICACY_MATCHED","SQA16F2","SQA16G2","SQA16H2","SQA16I2","SQA16J2","SBF_EFFICACY_MATCHED","SQB07CA","SQB07CB","SQB07CC","SQB07CD","SQB07CE"
"00152-0007-0002-0006",1.08121691251323,4,4,3,4,3,4,0.0496767278231955,3,3,2,3,2,3,-1.08442010223144,2,2,1,-0.201955540710782,2,3,2,-0.857885384344326,2,1,2,4,1,0.580775960898881,3,3,3,3,3,0.934434243443834,2,4,4,4,4,0.205761128204731,3,3,3,3,3
"00152-0007-0002-0007",-0.45474686682636,2,2,2,2,3,3,-0.584703868512162,2,3,2,2,2,2,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,-0.335921887561698,2,2,3,3,2,-0.0386812018499427,2,2,3,3,2,0.0659304769340996,3,3,3,2,2,0.205761128204731,3,3,3,3,3
"00152-0007-0002-0008",-0.269565777344984,2,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,0.199253504854407,3,3,3,NA,NA,NA,NA,-0.424547639242995,2,2,2,4,2,NA,NA,NA,NA,NA,NA,-0.380625596367436,2,2,2,2,2,NA,NA,NA,NA,NA,NA
"00152-0007-0002-0010",-0.3749040896099,3,3,2,2,3,2,0.28681202405777,3,3,3,3,2,3,0.337277542859554,4,3,2,1.16412838231451,3,4,4,0.424187883623381,3,2,3,4,4,0.60800549662352,3,2,3,3,4,0.966021817619201,4,4,4,4,3,1.02752606284014,3,4,4,4,4
"00152-0007-0002-0011",1.18480955499321,4,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,-0.848178210081668,2,2,2,NA,NA,NA,NA,-0.649391525619164,2,1,2,4,2,NA,NA,NA,NA,NA,NA,0.317080326613267,3,3,3,3,3,NA,NA,NA,NA,NA,NA
"00152-0007-0002-0012",-0.181494342991891,3,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,-0.848178210081668,2,2,2,NA,NA,NA,NA,-1.91741951870438,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0.317080326613267,3,3,3,3,3,NA,NA,NA,NA,NA,NA
"00152-0007-0002-0013",1.6159765663441,4,4,4,4,4,4,0.495913076204877,3,3,3,3,3,3,1.33147011590942,4,4,4,1.16412838231451,3,4,4,1.511153808915,4,4,4,4,4,0.580775960898881,3,3,3,3,3,1.23649259180142,4,4,4,4,4,1.18631450956407,4,4,NA,4,4
"00152-0007-0002-0014",NA,NA,NA,NA,NA,NA,NA,-2.08172567444038,1,1,1,1,1,1,NA,NA,NA,NA,-1.6026139971396,1,1,1,NA,NA,NA,NA,NA,NA,-0.496325101745625,2,2,2,2,2,NA,NA,NA,NA,NA,NA,-0.584113724471133,2,2,2,2,2
"00152-0007-0002-0015",1.38148477634552,3,4,4,4,4,4,0.495913076204877,3,3,3,3,3,3,1.33147011590942,4,4,4,0.678706700455138,3,3,4,0.669944482065575,3,3,3,4,4,1.80815764288501,4,4,4,4,4,0.934434243443834,2,4,4,4,4,0.874764182068701,2,4,4,4,4
"00152-0007-0002-0016",-0.320929264082401,2,3,2,2,3,3,-2.08172567444038,1,1,1,1,1,1,0.455278770930951,3,3,4,-0.201955540710782,2,3,2,0.778351174070519,3,4,4,3,3,-1.0832949457325,1,1,2,1,2,0.335682701227949,3,2,4,4,2,-1.35522073563086,2,1,1,1,1
"00152-0007-0002-0017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00152-0007-0002-0018",0.316895221729886,3,3,3,3,3,3,0.495913076204877,3,3,3,3,3,3,-0.848178210081668,2,2,2,0.141034122678427,3,3,2,-0.754875266066217,2,2,2,2,2,0.103216987551695,3,2,2,4,2,0.956734115295398,4,3,4,4,4,-0.060404001999498,3,3,3,2,2
"00152-0007-0002-0019",0.502573429703586,3,3,3,3,4,3,0.136647288880919,3,2,3,3,2,3,-0.0774978699633682,3,3,2,-0.201955540710782,2,3,2,1.15933670965097,4,3,4,4,4,0.173794796020159,2,2,3,3,3,0.828768747024614,3,3,4,4,4,0.0959006379933739,2,3,3,3,3
"00152-0007-0002-0020",0.502573429703586,3,3,3,3,4,3,0.0685255960556653,3,2,3,2,3,3,-0.0774978699633682,3,3,2,-0.201955540710782,2,3,2,-0.136961676803227,2,3,3,3,2,0.173794796020159,2,2,3,3,3,-0.130768395676335,3,3,2,2,2,0.00222441214626603,2,3,3,2,3
"00152-0007-0002-0022",-0.657415468964153,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,-0.0774978699633682,3,3,2,NA,NA,NA,NA,-0.601046338335395,2,2,2,3,2,NA,NA,NA,NA,NA,NA,0.263233787545522,3,2,4,2,3,NA,NA,NA,NA,NA,NA
"00152-0007-0002-0023",0.0490840459219945,3,3,3,2,3,3,0.495913076204877,3,3,3,3,3,3,-0.0774978699633682,3,3,2,0.407754629074501,3,3,3,-0.754875266066217,2,2,2,2,2,-0.496325101745625,2,2,2,2,2,-0.119005091413148,2,2,3,4,1,0.0791973066396051,1,2,4,4,3
"00152-0007-0002-0024",NA,NA,NA,NA,NA,NA,NA,-0.219358126743737,2,3,2,2,3,3,NA,NA,NA,NA,0.407754629074501,3,3,3,NA,NA,NA,NA,NA,NA,-0.308227121587011,2,2,2,3,2,NA,NA,NA,NA,NA,NA,-0.0103921827913953,3,3,2,3,3
"00152-0007-0002-0025",0.970662443116652,3,4,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,-1.2534178441915,3,1,1,NA,NA,NA,NA,-0.403389179524934,3,2,2,3,2,NA,NA,NA,NA,NA,NA,0.317080326613267,3,3,3,3,3,NA,NA,NA,NA,NA,NA
"00152-0007-0002-0026",0.316895221729886,3,3,3,3,3,3,1.88016172456212,4,4,4,4,4,4,-0.328863099905878,3,2,3,0.407754629074501,3,3,3,0.0737042900884769,2,3,3,3,3,1.01057541590753,3,4,3,4,3,0.569560717104227,2,4,4,4,2,0.205761128204731,3,3,3,3,3
"00152-0007-0002-0027",-0.264974017015836,3,2,2,3,3,2,-0.0819158833247247,3,2,2,3,2,3,-0.0774978699633682,3,3,2,0.470774172357439,2,4,2,-0.140327644118524,2,2,3,3,3,-0.0386812018499427,2,2,3,3,2,0.435165277656438,3,3,3,4,3,0.791884936300271,4,4,4,3,3
"00152-0007-0002-0028",0.0490840459219945,3,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,-0.553645581246117,3,2,2,NA,NA,NA,NA,-1.43076416407626,2,1,1,2,1,NA,NA,NA,NA,NA,NA,-0.713274388315242,1,1,2,3,1,NA,NA,NA,NA,NA,NA
"00152-0007-0002-0029",1.6159765663441,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,0.455278770930951,3,3,4,NA,NA,NA,NA,0.873339830139672,4,4,3,4,3,NA,NA,NA,NA,NA,NA,0.522634463291635,2,NA,3,4,4,NA,NA,NA,NA,NA,NA
"00152-0007-0002-0030",1.6159765663441,4,4,4,4,4,4,-0.738198857530861,2,2,2,2,2,2,0.199253504854407,3,3,3,0.407754629074501,3,3,3,0.272416208867303,3,3,3,3,3,-0.496325101745625,2,2,2,2,2,1.23649259180142,4,4,4,4,4,-0.584113724471133,2,2,2,2,2
"00152-0007-0002-0031",-0.3749040896099,3,3,2,2,3,2,0.274052606663148,3,3,3,3,3,2,-0.0774978699633682,3,3,2,1.16412838231451,3,4,4,-0.754875266066217,2,2,2,2,2,0.580775960898881,3,3,3,3,3,1.05802007773845,3,4,4,4,4,0.864335483151499,4,3,4,4,4
"00152-0007-0002-0033",1.6159765663441,4,4,4,4,4,4,1.63941278586824,4,3,4,4,4,4,0.778546242563557,4,3,4,1.55676885328632,4,4,4,0.722317469442825,3,4,3,3,4,1.52741612640145,3,4,4,4,4,1.23649259180142,4,4,4,4,4,1.22882602627942,4,4,4,4,4
"00152-0007-0002-0034",-1.09622900570237,2,2,2,1,2,2,-0.738198857530861,2,2,2,2,2,2,-0.439421217306059,2,3,2,-0.201955540710782,2,3,2,-0.0331101382880392,2,3,2,4,3,-0.496325101745625,2,2,2,2,2,1.23649259180142,4,4,4,4,4,-0.584113724471133,2,2,2,2,2
"00152-0007-0002-0035",0.154667951486971,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,-0.614946831664991,2,2,3,NA,NA,NA,NA,-1.3542430689698,1,2,1,1,2,NA,NA,NA,NA,NA,NA,0.719402574895431,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00152-0007-0002-0037",0.0547510283269465,3,3,2,3,3,3,0.495913076204877,3,3,3,3,3,3,-0.848178210081668,2,2,2,0.141034122678427,3,3,2,-0.601046338335395,2,2,2,3,2,1.29399148344356,3,3,4,4,4,0.285159893241277,3,3,3,4,2,0.205761128204731,3,3,3,3,3
"00152-0007-0002-0038",1.6159765663441,4,4,4,4,4,4,1.88016172456212,4,4,4,4,4,4,1.33147011590942,4,4,4,1.55676885328632,4,4,4,1.511153808915,4,4,4,4,4,1.80815764288501,4,4,4,4,4,1.23649259180142,4,4,4,4,4,1.22882602627942,4,4,4,4,4
"00152-0007-0002-0039",-0.799911039688703,2,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,-1.08442010223144,2,2,1,NA,NA,NA,NA,-0.952822075170694,1,2,2,2,2,NA,NA,NA,NA,NA,NA,-0.761474925613133,1,1,1,3,2,NA,NA,NA,NA,NA,NA
"00152-0010-0001-0001",-0.126136278518705,3,2,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,-0.848178210081668,2,2,2,NA,NA,NA,NA,0.0222365234900787,2,2,3,4,3,NA,NA,NA,NA,NA,NA,-0.380625596367436,2,2,2,2,2,NA,NA,NA,NA,NA,NA
"00152-0010-0001-0003",-0.825118449181821,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,-0.848178210081668,2,2,2,NA,NA,NA,NA,-0.754875266066217,2,2,2,2,2,NA,NA,NA,NA,NA,NA,0.317080326613267,3,3,3,3,3,NA,NA,NA,NA,NA,NA
"00152-0010-0001-0004",-0.825118449181821,2,2,2,2,2,2,-0.738198857530861,2,2,2,2,2,2,-0.0774978699633682,3,3,2,-0.624960511436945,2,2,2,-0.601046338335395,2,2,2,3,2,-0.496325101745625,2,2,2,2,2,-1.31630817300646,1,1,1,1,1,-0.626091637504986,1,3,1,1,3
"00152-0010-0001-0005",0.316895221729886,3,3,3,3,3,3,1.34503499757674,4,3,4,3,4,4,0.199253504854407,3,3,3,1.55676885328632,4,4,4,0.272416208867303,3,3,3,3,3,1.52741612640145,3,4,4,4,4,0.317080326613267,3,3,3,3,3,0.414013289554744,2,4,3,2,4
"00152-0010-0001-0006",-0.3749040896099,3,3,2,2,3,2,-0.366265465785397,3,3,2,2,2,2,0.199253504854407,3,3,3,0.141034122678427,3,3,2,0.272416208867303,3,3,3,3,3,-0.496325101745625,2,2,2,2,2,-0.17962435407506,2,2,3,2,2,1.02752606284014,3,4,4,4,4
"00152-0010-0001-0007",-0.825118449181821,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,0.199253504854407,3,3,3,NA,NA,NA,NA,-0.754875266066217,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00152-0010-0001-0008",0.717498664269852,3,3,3,3,4,4,0.758527042539948,4,3,3,3,3,3,0.564280481719156,4,3,3,0.407754629074501,3,3,3,0.272416208867303,3,3,3,3,3,0.580775960898881,3,3,3,3,3,0.228401290535912,2,3,3,3,3,0.638151477733693,2,4,4,2,4
"00152-0010-0001-0009",NA,NA,NA,NA,NA,NA,NA,0.495913076204877,3,3,3,3,3,3,NA,NA,NA,NA,0.407754629074501,3,3,3,NA,NA,NA,NA,NA,NA,-0.100798418984435,2,3,2,3,2,NA,NA,NA,NA,NA,NA,0.205761128204731,3,3,3,3,3
"00152-0010-0001-0010",0.785560552175825,3,3,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,-0.0774978699633682,3,3,2,NA,NA,NA,NA,0.669944482065575,3,3,3,4,4,NA,NA,NA,NA,NA,NA,-0.603885611624967,1,3,2,1,1,NA,NA,NA,NA,NA,NA
"00152-0010-0001-0011",-0.114983713223269,3,3,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,0.688657674540425,3,4,3,NA,NA,NA,NA,-0.601046338335395,2,2,2,3,2,NA,NA,NA,NA,NA,NA,1.23649259180142,4,4,4,4,4,NA,NA,NA,NA,NA,NA
"00152-0010-0001-0012",-0.632894527675652,4,2,2,1,3,2,-0.738198857530861,2,2,2,2,2,2,-1.8348982053446,1,1,1,-1.10526932981613,1,2,1,-1.91741951870438,1,1,1,1,1,-1.19480120623806,1,1,1,3,1,-1.15094335257707,2,1,1,1,1,-1.52759909668946,1,1,1,1,1
"00152-0010-0001-0013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00152-0010-0001-0014",0.581502914818679,3,3,4,3,3,3,-0.529298392166129,2,2,2,2,2,3,0.564280481719156,4,3,3,0.79388815144711,3,4,2,0.205776986037729,3,3,3,4,2,-0.496325101745625,2,2,2,2,2,-0.295007844768813,2,3,3,1,1,-0.648397209291413,3,2,2,2,1
"00152-0010-0001-0015",-0.3749040896099,3,3,2,2,3,2,0.495913076204877,3,3,3,3,3,3,-0.553645581246117,3,2,2,0.407754629074501,3,3,3,0.0447800500879307,3,2,3,3,3,0.381805687058413,2,3,3,3,3,0.228401290535912,2,3,3,3,3,0.00222441214626603,2,3,3,2,3
"00152-0010-0001-0016",-0.534943297609473,3,3,2,2,2,2,-0.738198857530861,2,2,2,2,2,2,0.199253504854407,3,3,3,0.407754629074501,3,3,3,0.656031077361083,4,3,3,4,3,0.580775960898881,3,3,3,3,3,0.317080326613267,3,3,3,3,3,NA,NA,NA,NA,NA,NA
"00152-0010-0001-0017",0.221626838687327,4,3,3,2,3,3,-1.3154691548715,2,1,2,1,1,2,-0.553645581246117,3,2,2,-1.6026139971396,1,1,1,-0.164585982660449,3,3,2,2,3,1.21094127394361,4,3,3,4,4,0.806708548113285,4,4,4,3,3,1.22882602627942,4,4,4,4,4
"00152-0010-0001-0018",0.316895221729886,3,3,3,3,3,3,-0.738198857530861,2,2,2,2,2,2,0.564280481719156,4,3,3,-0.624960511436945,2,2,2,0.447820011995915,3,3,3,4,3,-0.496325101745625,2,2,2,2,2,0.41429782862867,4,3,3,3,3,-0.584113724471133,2,2,2,2,2
"00152-0010-0001-0020",-0.3749040896099,3,3,2,2,3,2,0.495913076204877,3,3,3,3,3,3,-0.848178210081668,2,2,2,0.80694640972304,4,3,3,-0.754875266066217,2,2,2,2,2,-0.496325101745625,2,2,2,2,2,0.317080326613267,3,3,3,3,3,0.728855295962616,3,3,4,4,4
"00152-0010-0001-0021",-0.518760907326286,2,3,2,2,3,2,-0.738198857530861,2,2,2,2,2,2,-0.553645581246117,3,2,2,-0.834303577306735,2,2,1,-0.601046338335395,2,2,2,3,2,-0.496325101745625,2,2,2,2,2,0.317080326613267,3,3,3,3,3,0.0315904007503836,3,3,3,3,2
"00152-0010-0001-0023",-0.054749933897183,2,3,3,3,3,2,-0.738198857530861,2,2,2,2,2,2,0.199253504854407,3,3,3,0.407754629074501,3,3,3,-0.335921887561698,2,2,3,3,2,0.621960851002762,2,4,3,3,3,0.317080326613267,3,3,3,3,3,0.152200693740043,NA,4,3,2,2
"00152-0010-0001-0024",0.139377796276606,3,2,3,2,3,4,1.88016172456212,4,4,4,4,4,4,0.199253504854407,3,3,3,-0.0014335159512155,2,3,3,-0.754875266066217,2,2,2,2,2,0.303948649628305,3,4,2,3,2,0.106352267914458,4,3,2,2,3,-0.584113724471133,2,2,2,2,2
"00152-0010-0001-0025",-0.811593160240415,3,3,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,0.199253504854407,3,3,3,NA,NA,NA,NA,-1.91741951870438,1,1,1,1,1,NA,NA,NA,NA,NA,NA,-0.911008726788986,2,2,1,1,1,NA,NA,NA,NA,NA,NA
"00152-0010-0001-0026",NA,NA,NA,NA,NA,NA,NA,0.495913076204877,3,3,3,3,3,3,NA,NA,NA,NA,0.678706700455138,3,3,4,NA,NA,NA,NA,NA,NA,0.580775960898881,3,3,3,3,3,NA,NA,NA,NA,NA,NA,-0.142067199772488,3,3,1,4,3
"00152-0010-0001-0027",-0.320929264082401,2,3,2,2,3,3,0.213740187530798,3,3,3,2,3,3,-0.614946831664991,2,2,3,-0.425172515422909,2,2,3,0.0939136627176435,1,4,3,3,3,0.580775960898881,3,3,3,3,3,0.648752913014735,3,3,4,4,3,0.741577892084677,4,4,3,3,4
"00152-0010-0001-0028",-0.421687870917698,2,2,3,2,3,2,-0.357413015057283,2,2,2,2,3,3,0.199253504854407,3,3,3,0.141034122678427,3,3,2,-0.601046338335395,2,2,2,3,2,-1.41106854101579,1,1,1,2,1,NA,NA,NA,NA,NA,NA,0.111289730417658,3,3,3,2,3
"00152-0010-0001-0030",-2.05210487379039,1,1,1,1,1,1,-0.799662530783697,3,2,1,2,2,2,-0.0774978699633682,3,3,2,-0.201955540710782,2,3,2,-0.826112809405619,2,2,2,3,1,-0.756565829854143,3,1,1,2,2,NA,NA,NA,NA,NA,NA,-0.399290500201816,1,2,3,3,2
"00152-0010-0001-0031",0.316895221729886,3,3,3,3,3,3,-0.139817688828189,2,3,2,3,2,3,0.0409174128683462,4,3,1,0.407754629074501,3,3,3,0.873339830139672,4,4,3,4,3,-0.107085127134494,3,2,2,3,2,-0.0889073471691948,3,3,3,2,1,0.876206770472265,3,4,4,3,4
"00152-0010-0001-0033",0.316895221729886,3,3,3,3,3,3,-0.738198857530861,2,2,2,2,2,2,-0.222714721567194,2,3,3,0.407754629074501,3,3,3,0.272416208867303,3,3,3,3,3,-0.496325101745625,2,2,2,2,2,0.193555848824009,4,3,3,1,3,-0.298614047060936,2,2,NA,NA,3
"00152-0010-0001-0034",1.6159765663441,4,4,4,4,4,4,1.88016172456212,4,4,4,4,4,4,1.33147011590942,4,4,4,1.55676885328632,4,4,4,1.511153808915,4,4,4,4,4,0.792353534662679,3,3,3,4,3,0.934434243443834,2,4,4,4,4,0.518229200358982,1,4,4,2,4
"00152-0010-0001-0035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00152-0010-0001-0036",1.6159765663441,4,4,4,4,4,4,1.88016172456212,4,4,4,4,4,4,1.33147011590942,4,4,4,-0.201955540710782,2,3,2,1.511153808915,4,4,4,4,4,0.580775960898881,3,3,3,3,3,0.317080326613267,3,3,3,3,3,0.739153682713584,4,3,4,3,4
"00152-0011-0001-0001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00152-0011-0001-0002",-0.825118449181821,2,2,2,2,2,2,0.495913076204877,3,3,3,3,3,3,-0.848178210081668,2,2,2,0.407754629074501,3,3,3,0.138441644272472,2,2,4,4,2,-0.496325101745625,2,2,2,2,2,-0.633046001455148,NA,1,3,1,1,0.111289730417658,3,3,3,2,3
"00152-0011-0001-0003",-0.825118449181821,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,-0.0774978699633682,3,3,2,NA,NA,NA,NA,0.0737042900884769,2,3,3,3,3,NA,NA,NA,NA,NA,NA,0.394980043571146,4,NA,3,NA,3,NA,NA,NA,NA,NA,NA
"00152-0011-0001-0004",NA,NA,NA,NA,NA,NA,NA,-0.738198857530861,2,2,2,2,2,2,-1.36324009313321,1,2,1,-0.0014335159512155,2,3,3,NA,NA,NA,NA,NA,NA,-0.496325101745625,2,2,2,2,2,NA,NA,NA,NA,NA,NA,0.205761128204731,3,3,3,3,3
"00152-0011-0001-0005",-0.249394752756245,3,2,3,2,2,3,-0.551564620656734,2,2,2,2,3,2,-0.553645581246117,3,2,2,-0.0014335159512155,2,3,3,0.272416208867303,3,3,3,3,3,-0.6998043277913,1,2,2,2,2,0.317080326613267,3,3,3,3,3,-0.060404001999498,3,3,3,2,2
"00152-0011-0001-0006",0.762454945425819,4,3,3,4,3,3,0.28681202405777,3,3,3,3,2,3,1.01459026274053,4,4,3,0.971926532002412,3,4,3,0.922165538916178,4,3,4,4,3,-0.107085127134494,3,2,2,3,2,-0.0382676842319692,4,3,2,2,2,0.135537766083455,3,NA,3,NA,NA
"00152-0011-0001-0007",NA,NA,NA,NA,NA,NA,NA,-1.01387872375465,2,2,1,2,2,2,NA,NA,NA,NA,-0.682579365157831,1,2,3,NA,NA,NA,NA,NA,NA,-1.1696524912872,1,1,1,2,2,NA,NA,NA,NA,NA,NA,-0.866536261591263,2,2,2,1,1
"00152-0011-0001-0008",1.24873698312311,4,4,3,4,4,4,0.495913076204877,3,3,3,3,3,3,1.01459026274053,4,4,3,0.141034122678427,3,3,2,1.511153808915,4,4,4,4,4,-0.026401263965952,2,3,3,2,2,0.966021817619201,4,4,4,4,3,1.03803609326667,4,4,4,3,4
"00152-0011-0001-0009",0.747848929613303,3,3,4,3,4,3,0.786023049545867,3,3,4,3,3,3,0.455278770930951,3,3,4,0.678706700455138,3,3,4,0.867212488633139,4,3,3,4,4,0.336879933125015,3,2,2,3,4,-0.380625596367436,2,2,2,2,2,0.310476465085829,3,3,3,4,3
"00152-0011-0001-0010",1.24873698312311,4,4,3,4,4,4,0.495913076204877,3,3,3,3,3,3,1.01459026274053,4,4,3,1.55676885328632,4,4,4,1.511153808915,4,4,4,4,4,0.580775960898881,3,3,3,3,3,0.966021817619201,4,4,4,4,3,1.22882602627942,4,4,4,4,4
"00152-0011-0001-0011",0.316895221729886,3,3,3,3,3,3,0.495913076204877,3,3,3,3,3,3,1.01459026274053,4,4,3,-0.624960511436945,2,2,2,0.487365572522367,4,3,3,3,3,-0.308227121587011,2,2,2,3,2,0.317080326613267,3,3,3,3,3,NA,NA,NA,NA,NA,NA
"00152-0011-0001-0012",0.316895221729886,3,3,3,3,3,3,0.321346348563378,3,2,3,3,3,3,0.199253504854407,3,3,3,0.407754629074501,3,3,3,0.272416208867303,3,3,3,3,3,0.580775960898881,3,3,3,3,3,0.596573017993599,3,3,3,4,4,-1.52759909668946,1,1,1,1,1
"00152-0011-0001-0013",NA,NA,NA,NA,NA,NA,NA,-0.0819158833247247,3,2,2,3,2,3,NA,NA,NA,NA,1.2867011071775,4,4,3,NA,NA,NA,NA,NA,NA,-0.0930951612114424,2,2,2,3,3,NA,NA,NA,NA,NA,NA,-0.584113724471133,2,2,2,2,2
"00152-0011-0001-0014",-0.825118449181821,2,2,2,2,2,2,-1.36426169939853,1,2,1,2,1,2,-1.8348982053446,1,1,1,-0.624960511436945,2,2,2,-1.17340320867866,2,1,2,2,1,-0.72534975067923,2,2,2,2,1,0.0276948508647827,2,2,2,3,4,-0.547435278869046,2,2,2,2,NA
"00152-0011-0001-0015",-0.232242433960227,2,2,3,2,3,3,-0.357413015057283,2,2,2,2,3,3,0.199253504854407,3,3,3,0.407754629074501,3,3,3,0.0447800500879307,3,2,3,3,3,-0.525747058512636,2,1,2,3,2,-0.074301793593074,2,2,3,3,2,-0.217287479454484,2,2,3,2,3
"00152-0011-0001-0016",-0.825118449181821,2,2,2,2,2,2,-2.08172567444038,1,1,1,1,1,1,NA,NA,NA,NA,-0.0014335159512155,2,3,3,NA,NA,NA,NA,NA,NA,-0.996315899058159,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.205761128204731,3,3,3,3,3
"00152-0011-0001-0018",1.6159765663441,4,4,4,4,4,4,-0.0938150193046185,2,3,3,3,2,2,0.564280481719156,4,3,3,-0.425172515422909,2,2,3,0.272416208867303,3,3,3,3,3,-0.184648818973031,3,2,2,NA,2,0.317080326613267,3,3,3,3,3,-0.719543905683745,2,1,2,3,2
"00152-0011-0001-0021",1.6159765663441,4,4,4,4,4,4,1.42277168347223,4,3,4,4,3,4,1.33147011590942,4,4,4,1.2867011071775,4,4,3,1.511153808915,4,4,4,4,4,1.08462925920242,2,4,4,4,3,-0.200872659994678,3,1,3,4,1,0.493305205546882,3,3,3,4,4
"00152-0011-0001-0022",-0.421687870917698,2,2,3,2,3,2,-0.710337599685456,1,1,1,3,3,3,-0.0774978699633682,3,3,2,-0.624960511436945,2,2,2,-1.49010481823509,1,1,1,3,1,-0.610570328013184,2,2,1,3,2,-0.0271003934128102,3,3,2,3,2,0.158218309558016,3,NA,NA,NA,NA
"00152-0011-0001-0023",-0.534943297609473,3,3,2,2,2,2,-0.738198857530861,2,2,2,2,2,2,-0.0790078019763673,NA,3,2,-0.0014335159512155,2,3,3,-1.07393987828964,1,2,1,3,2,-0.594980813270542,2,2,1,3,NA,-0.11402269489514,2,NA,NA,3,2,-0.290596721307951,2,2,3,3,2
"00152-0011-0001-0024",NA,NA,NA,NA,NA,NA,NA,-2.08172567444038,1,1,1,1,1,1,NA,NA,NA,NA,-0.682579365157831,1,2,3,NA,NA,NA,NA,NA,NA,-1.69756034126817,1,1,1,1,1,NA,NA,NA,NA,NA,NA,-1.52759909668946,1,1,1,1,1
"00152-0011-0001-0025",-0.657415468964153,2,2,2,2,3,2,0.495913076204877,3,3,3,3,3,3,-0.0774978699633682,3,3,2,-0.201955540710782,2,3,2,-0.754875266066217,2,2,2,2,2,0.0975609177800503,3,2,2,3,3,-0.0221665844873753,2,3,3,2,2,-0.126446029611221,2,2,3,3,3
"00152-0011-0001-0026",0.316895221729886,3,3,3,3,3,3,0.495913076204877,3,3,3,3,3,3,0.199253504854407,3,3,3,-0.201955540710782,2,3,2,-0.754875266066217,2,2,2,2,2,-0.285358134557536,3,2,2,2,2,0.317080326613267,3,3,3,3,3,-0.266237472632808,3,1,3,3,3
"00152-0011-0001-0027",-0.574865216234222,2,2,3,2,2,2,-0.114294495359876,2,2,2,3,3,3,-0.553645581246117,3,2,2,0.407754629074501,3,3,3,0.208156034137657,3,2,3,4,3,0.173535205644221,2,2,3,4,2,-0.273509847547888,2,2,2,3,2,-0.719543905683745,2,1,2,3,2
"00152-0011-0001-0028",NA,NA,NA,NA,NA,NA,NA,-0.839003806401161,1,1,1,3,2,3,NA,NA,NA,NA,-0.624960511436945,2,2,2,NA,NA,NA,NA,NA,NA,-0.496325101745625,2,2,2,2,2,NA,NA,NA,NA,NA,NA,0.158218309558016,3,NA,NA,NA,NA
"00152-0011-0001-0029",1.6159765663441,4,4,4,4,4,4,1.63941278586824,4,3,4,4,4,4,NA,NA,NA,NA,1.55676885328632,4,4,4,NA,NA,NA,NA,NA,NA,1.80815764288501,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
