"S_ID","SAF_SELFCON","SQA06A","SQA06B","SQA06C","SQA06D","SQA06E","SQA06F","SBF_SELFCON","SQB01A","SQB01B","SQB01C","SQB01D","SQB01E","SQB01F","SAF_PINT","SQA14A","SQA14B","SQA14C","SBF_PINT","SQB03A","SQB03B","SQB03C","SAF_GENSELFEFF","SQA15A","SQA15B","SQA15C","SQA15D","SQA15E","SBF_GENSELFEFF","SQB02A","SQB02B","SQB02C","SQB02D","SQB02E","SAF_EFFICACY_MATCHED","SQA16F2","SQA16G2","SQA16H2","SQA16I2","SQA16J2","SBF_EFFICACY_MATCHED","SQB07CA","SQB07CB","SQB07CC","SQB07CD","SQB07CE"
"00170-0069-0001-0015",NA,NA,NA,NA,NA,NA,NA,1.01631813580774,4,3,3,4,3,3,NA,NA,NA,NA,1.02225539845483,4,3,4,NA,NA,NA,NA,NA,NA,0.112228093263804,2,3,2,4,2,NA,NA,NA,NA,NA,NA,0.415286137961147,3,4,NA,2,3
"00170-0069-0001-0016",0.739823196675117,4,3,4,3,3,3,0.436710307117142,2,3,3,3,4,3,0.199253504854407,3,3,3,1.2867011071775,4,4,3,0.944818378102784,3,3,4,4,4,0.491464817074478,3,NA,3,4,2,1.15020975733312,4,NA,4,4,4,0.485555242602833,3,4,3,NA,NA
"00170-0069-0001-0017",0.316895221729886,3,3,3,3,3,3,0.179269763104963,2,4,2,3,3,3,0.199253504854407,3,3,3,1.07752664301826,4,4,2,0.208156034137657,3,2,3,4,3,0.792353534662679,3,3,3,4,3,-0.140617795930869,NA,NA,2,2,3,-0.0103921827913953,3,3,2,3,3
"00170-0069-0001-0018",-0.215225737409112,2,2,2,3,3,3,0.495913076204877,3,3,3,3,3,3,0.688657674540425,3,4,3,-0.0014335159512155,2,3,3,-0.157626626498171,3,2,3,3,2,-0.496325101745625,2,2,2,2,2,-0.270896232672453,3,NA,2,2,2,-1.52759909668946,1,1,1,1,1
"00170-0069-0001-0019",-0.0849771818427799,4,3,1,3,3,3,-0.634322804124497,1,3,2,NA,4,1,-0.888356471939324,1,3,1,1.02225539845483,4,3,4,0.495842473108722,3,3,4,4,2,0.807884082617966,3,4,3,2,4,NA,NA,NA,NA,NA,NA,0.386916448943959,3,3,3,3,4
"00170-0069-0001-0020",-0.181494342991891,3,3,2,2,3,3,-0.738198857530861,2,2,2,2,2,2,-0.222714721567194,2,3,3,0.168186568372375,4,2,3,0.272416208867303,3,3,3,3,3,0.381805687058413,2,3,3,3,3,NA,NA,NA,NA,NA,NA,-0.892632152775624,NA,1,2,NA,NA
"00170-0069-0001-0021",0.834967802080576,3,3,4,4,3,3,1.23576213012609,4,3,4,4,3,3,1.01459026274053,4,4,3,0.141034122678427,3,3,2,0.571415110000737,3,3,4,3,3,1.80815764288501,4,4,4,4,4,0.541848749807343,4,NA,NA,NA,NA,0.129856133173701,1,3,NA,NA,4
"00170-0069-0001-0022",0.406589826614857,1,4,4,3,3,3,-0.320833305762769,3,2,2,2,2,3,0.199253504854407,3,3,3,0.141034122678427,3,3,2,0.272416208867303,3,3,3,3,3,-1.1696524912872,1,1,1,2,2,0.116521288634882,3,3,2,3,3,-0.216905323995081,1,NA,3,2,3
"00170-0069-0001-0023",0.0034156799833385,2,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,-1.36324009313321,1,2,1,NA,NA,NA,NA,-0.488393339990676,1,2,3,2,3,NA,NA,NA,NA,NA,NA,-0.360407473863744,3,2,1,2,3,NA,NA,NA,NA,NA,NA
"00170-0069-0001-0024",NA,NA,NA,NA,NA,NA,NA,-0.357413015057283,2,2,2,2,3,3,NA,NA,NA,NA,0.407754629074501,3,3,3,NA,NA,NA,NA,NA,NA,0.14524335166498,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00170-0069-0001-0025",-0.181494342991891,3,3,2,2,3,3,-0.508618953060536,3,2,2,2,2,2,-0.439421217306059,2,3,2,0.407754629074501,3,3,3,0.272416208867303,3,3,3,3,3,-0.491010983881123,3,1,2,2,2,-0.319859501331724,2,2,NA,2,2,-0.844807910204692,2,1,NA,2,NA
"00170-0069-0001-0026",0.316895221729886,3,3,3,3,3,3,-0.404842815501378,2,3,2,2,3,2,0.199253504854407,3,3,3,0.141034122678427,3,3,2,0.272416208867303,3,3,3,3,3,0.580775960898881,3,3,3,3,3,0.317080326613267,3,3,3,3,3,-1.52759909668946,1,1,1,1,1
"00170-0069-0001-0027",0.612869440948148,3,3,3,4,3,3,0.0496767278231955,3,3,2,3,2,3,0.564280481719156,4,3,3,0.678706700455138,3,3,4,0.272416208867303,3,3,3,3,3,0.365460485006521,3,2,3,3,3,0.317080326613267,3,3,3,3,3,0.256168062171433,2,NA,3,NA,4
"00170-0069-0001-0028",0.316895221729886,3,3,3,3,3,3,0.274052606663148,3,3,3,3,3,2,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,0.272416208867303,3,3,3,3,3,-0.107085127134494,3,2,2,3,2,0.334487072172139,NA,3,NA,3,3,-0.419025137709681,2,2,2,NA,3
"00170-0069-0001-0029",0.717498664269852,3,3,3,3,4,4,-0.167003773166161,2,3,3,2,3,2,0.564280481719156,4,3,3,0.971926532002412,3,4,3,1.15933670965097,4,3,4,4,4,-0.482829948277406,1,3,2,2,2,0.75903295097543,4,3,4,4,3,0.425581472779259,3,3,4,3,3
"00170-0069-0001-0030",0.422184173611254,2,3,4,3,3,3,0.455351023694698,4,4,2,3,2,3,-0.848178210081668,2,2,2,0.578391648962808,4,3,2,-0.342500820988796,1,3,3,3,2,0.149280604086306,3,3,3,2,2,0.0433495781502797,3,NA,NA,3,2,-0.442669280533002,1,3,3,2,1
"00170-0070-0001-0001",-0.825118449181821,2,2,2,2,2,2,0.0382929098365545,3,3,2,3,3,2,-0.439421217306059,2,3,2,0.407754629074501,3,3,3,-1.42665627257302,1,1,1,2,2,-0.308227121587011,2,2,2,3,2,-0.541184422238783,2,2,2,2,1,-0.217287479454484,2,2,3,2,3
"00170-0070-0001-0002",0.970662443116652,3,4,4,4,3,3,0.495913076204877,3,3,3,3,3,3,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,0.867212488633139,4,3,3,4,4,0.365460485006521,3,2,3,3,3,-0.673132291240686,1,2,1,1,3,0.205761128204731,3,3,3,3,3
"00170-0070-0001-0003",-0.337668715288111,3,3,2,2,2,3,-0.738198857530861,2,2,2,2,2,2,0.199253504854407,3,3,3,0.141034122678427,3,3,2,-0.601046338335395,2,2,2,3,2,-0.496325101745625,2,2,2,2,2,0.228401290535912,2,3,3,3,3,-0.478460001401862,3,2,2,2,2
"00170-0070-0001-0004",-0.955543973182334,1,3,2,1,3,2,-0.545491255080212,2,3,2,1,3,3,-0.365004241896417,3,3,1,0.862459690407978,4,4,1,0.613997419319937,4,2,3,4,4,-0.525747058512636,2,1,2,3,2,-1.31630817300646,1,1,1,1,1,-0.584113724471133,2,2,2,2,2
"00170-0070-0001-0005",1.09724666830453,3,4,3,4,4,4,0.495913076204877,3,3,3,3,3,3,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,0.141772319003068,3,3,2,4,3,0.381805687058413,2,3,3,3,3,-0.348923462403793,2,1,3,2,2,-0.583536283283705,2,1,1,3,4
"00170-0070-0001-0006",-0.231625018386381,3,2,2,3,2,3,0.495913076204877,3,3,3,3,3,3,0.199253504854407,3,3,3,-0.425172515422909,2,2,3,-0.140327644118524,2,2,3,3,3,0.49353308987356,3,2,4,2,3,0.317080326613267,3,3,3,3,3,0.252745368496979,3,2,3,4,4
"00170-0070-0001-0007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00170-0070-0001-0009",-0.657415468964153,2,2,2,2,3,2,-0.404842815501378,2,3,2,2,3,2,-0.553645581246117,3,2,2,0.141034122678427,3,3,2,-0.827507006649946,2,1,2,3,2,-0.215621801226407,2,2,3,2,2,-0.380625596367436,2,2,2,2,2,-0.584113724471133,2,2,2,2,2
"00170-0070-0001-0010",-0.330840374792784,2,2,3,3,2,2,-0.973564538343131,1,2,2,2,2,2,-1.36324009313321,1,2,1,0.141034122678427,3,3,2,-1.3542430689698,1,2,1,1,2,-0.610570328013184,2,2,1,3,2,-0.54399808469378,3,1,3,1,1,-0.691562857867211,2,2,2,1,2
"00170-0070-0001-0011",-1.44076490748871,2,2,2,1,1,1,-0.184533471988978,3,3,2,2,2,3,-1.36324009313321,1,2,1,0.141034122678427,3,3,2,-1.16160837562609,1,1,2,2,2,-0.525747058512636,2,1,2,3,2,-0.802570573282108,1,1,2,1,2,-0.67829378704332,2,3,1,1,2
"00170-0070-0001-0012",0.00455549132843763,2,2,3,3,3,3,-0.668256852265826,2,2,2,1,3,3,-0.553645581246117,3,2,2,-0.156778579949398,3,2,3,0.0737042900884769,2,3,3,3,3,-0.308227121587011,2,2,2,3,2,-0.461534833581533,NA,2,NA,1,2,-0.806535445668049,1,2,2,1,2
"00170-0070-0001-0013",-0.470638118675162,3,2,2,2,2,3,-0.584703868512162,2,3,2,2,2,2,0.199253504854407,3,3,3,0.407754629074501,3,3,3,-0.754875266066217,2,2,2,2,2,-0.0386812018499427,2,2,3,3,2,-0.380625596367436,2,2,2,2,2,0.205761128204731,3,3,3,3,3
"00170-0070-0001-0014",-0.194612234939817,3,2,3,3,1,3,-2.08172567444038,1,1,1,1,1,1,-0.859564039400574,4,1,1,-0.559569687606774,3,2,1,-1.09412159129109,1,1,1,4,2,-0.216381322535646,3,1,1,4,3,-1.02663435960993,3,1,1,1,1,-0.584113724471133,2,2,2,2,2
"00170-0070-0001-0015",-1.71575080247984,1,1,2,1,1,1,0.0216494159765923,1,2,3,4,3,2,0.688657674540425,3,4,3,-0.351134532694353,3,2,2,0.7187212833921,4,4,4,3,2,-0.0364381275800683,1,2,3,4,2,0.745130158360281,4,4,4,1,4,0.209866866170764,1,4,3,1,4
"00170-0070-0001-0016",-0.574865216234222,2,2,3,2,2,2,-0.114294495359876,2,2,2,3,3,3,-0.0774978699633682,3,3,2,0.407754629074501,3,3,3,-1.16160837562609,1,1,2,2,2,-0.414361482859524,2,1,3,2,2,-0.380625596367436,2,2,2,2,2,-0.584113724471133,2,2,2,2,2
"00170-0070-0001-0017",-0.683752141261979,2,3,2,2,2,2,0.0382929098365545,3,3,2,3,3,2,-0.614946831664991,2,2,3,0.141034122678427,3,3,2,-0.952822075170694,1,2,2,2,2,-0.0386812018499427,2,2,3,3,2,-0.380625596367436,2,2,2,2,2,-0.115375603103519,2,3,2,3,3
"00170-0070-0001-0018",0.316895221729886,3,3,3,3,3,3,-0.738198857530861,2,2,2,2,2,2,-0.0774978699633682,3,3,2,0.407754629074501,3,3,3,0.0737042900884769,2,3,3,3,3,-0.026401263965952,2,3,3,2,2,-0.297248093057345,1,1,3,2,3,-0.584113724471133,2,2,2,2,2
"00170-0070-0001-0019",0.31763283182915,2,4,3,3,3,3,0.0283779021185683,3,3,3,2,3,2,0.0409174128683462,4,3,1,0.80694640972304,4,3,3,0.272416208867303,3,3,3,3,3,0.14524335166498,3,2,3,3,2,-0.14219478271099,3,2,2,2,3,1.03803609326667,4,4,4,3,4
"00170-0070-0001-0020",0.585769556870292,4,3,3,4,2,3,0.220952591902943,3,3,2,3,3,3,-0.0774978699633682,3,3,2,-0.351134532694353,3,2,2,1.511153808915,4,4,4,4,4,0.173794796020159,2,2,3,3,3,0.151262895707023,4,2,3,2,3,0.111289730417658,3,3,3,2,3
"00170-0070-0001-0021",-0.114983713223269,3,3,3,2,2,3,-0.508618953060536,3,2,2,2,2,2,-0.553645581246117,3,2,2,-0.624960511436945,2,2,2,-0.550313759412937,3,2,2,2,2,-0.496325101745625,2,2,2,2,2,-0.17962435407506,2,2,3,2,2,-0.920882576100949,2,1,2,1,2
"00170-0070-0001-0022",-0.0928267732933168,3,2,3,2,3,3,0.495913076204877,3,3,3,3,3,3,0.455278770930951,3,3,4,0.678706700455138,3,3,4,-0.112246914213449,3,3,3,2,2,0.295122769401159,2,1,4,3,3,0.257202075851019,4,2,3,3,3,0.504513991090417,4,3,3,3,4
"00170-0070-0001-0024",0.581502914818679,3,3,4,3,3,3,-0.0945925423699191,3,2,3,2,2,3,-1.50834852898287,2,1,1,-0.834303577306735,2,2,1,-0.754875266066217,2,2,2,2,2,-0.780108689389435,2,2,1,2,2,-0.879322011932777,2,1,2,1,1,-0.756221208629703,1,3,1,3,1
"00170-0070-0001-0025",-0.254076721119484,2,3,3,2,2,3,1.49580419895583,4,4,3,4,4,4,-1.50834852898287,2,1,1,0.578391648962808,4,3,2,-1.6706841864827,1,1,1,2,1,0.696214679097072,2,2,4,4,3,0.257202075851019,4,2,3,3,3,0.276725858619857,2,3,3,3,4
"00170-0070-0001-0026",-0.0179761984741861,2,3,3,3,2,3,0.274052606663148,3,3,3,3,3,2,-0.553645581246117,3,2,2,-0.351134532694353,3,2,2,-0.424547639242995,2,2,2,4,2,-0.107085127134494,3,2,2,3,2,-1.02663435960993,3,1,1,1,1,-0.363025051993908,3,3,2,1,2
"00170-0070-0001-0027",-0.943736435598165,2,2,2,1,3,2,-0.738198857530861,2,2,2,2,2,2,-0.848178210081668,2,2,2,-0.682579365157831,1,2,3,-0.952822075170694,1,2,2,2,2,-0.6998043277913,1,2,2,2,2,-0.380625596367436,2,2,2,2,2,-0.584113724471133,2,2,2,2,2
"00170-0070-0001-0030",-0.284762534532395,3,2,3,2,3,2,0.282084351145962,4,4,3,2,2,2,-0.328863099905878,3,2,3,0.971926532002412,3,4,3,-0.403389179524934,3,2,2,3,2,0.580775960898881,3,3,3,3,3,-0.130768395676335,3,3,2,2,2,-0.866536261591263,2,2,2,1,1
"00170-0070-0001-0031",NA,NA,NA,NA,NA,NA,NA,-0.551564620656734,2,2,2,2,3,2,NA,NA,NA,NA,0.141034122678427,3,3,2,NA,NA,NA,NA,NA,NA,-0.0386812018499427,2,2,3,3,2,NA,NA,NA,NA,NA,NA,-0.691562857867211,2,2,2,1,2
"00170-0070-0001-0032",-0.215225737409112,2,2,2,3,3,3,-0.404842815501378,2,3,2,2,3,2,0.499267731332336,3,4,2,0.80694640972304,4,3,3,0.447820011995915,3,3,3,4,3,-0.491044125616912,2,1,2,2,3,-0.231104802052446,2,2,2,2,3,-0.44605726257629,3,2,3,2,1
"00170-0070-0001-0033",-0.0486889115072345,3,3,2,3,1,4,-0.4510839171812,3,2,2,3,2,1,-0.652423847353105,2,3,1,-0.201955540710782,2,3,2,-0.436275594898715,1,2,2,4,3,0.0244558347661004,1,2,3,2,4,-0.444673116480046,1,1,3,2,2,-0.266237472632808,3,1,3,3,3
"00170-0070-0001-0034",-0.254076721119484,2,3,3,2,2,3,0.495913076204877,3,3,3,3,3,3,-0.848178210081668,2,2,2,0.141034122678427,3,3,2,-0.403389179524934,3,2,2,3,2,0.574959591141795,3,2,3,4,3,-0.594554197505989,3,NA,1,NA,2,0.377198438287746,4,3,2,4,4
"00170-0070-0001-0035",0.505956878204968,4,2,3,3,4,3,0.213740187530798,3,3,3,2,3,3,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,0.944818378102784,3,3,4,4,4,0.426304124081918,2,2,3,3,4,-0.462665381853143,3,1,2,2,2,0.0609712242686099,2,3,2,3,4
"00170-0070-0001-0036",0.549448376784194,3,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,1.33147011590942,4,4,4,NA,NA,NA,NA,-0.191614941969045,2,3,2,3,3,NA,NA,NA,NA,NA,NA,1.23649259180142,4,4,4,4,4,NA,NA,NA,NA,NA,NA
"00170-0070-0001-0037",-0.893914945901992,2,2,2,1,2,3,-0.156966126756914,3,2,2,2,3,3,-0.0774978699633682,3,3,2,0.407754629074501,3,3,3,-1.21092011026993,1,2,1,2,2,-0.308227121587011,2,2,2,3,2,-1.31630817300646,1,1,1,1,1,-0.584113724471133,2,2,2,2,2
"00170-0070-0001-0038",-0.574865216234222,2,2,3,2,2,2,-1.37642810758631,1,2,2,1,1,2,-1.28851754405624,2,1,2,-0.624960511436945,2,2,2,-0.970033581150836,2,2,2,2,1,-1.69756034126817,1,1,1,1,1,-0.0326398537640819,2,2,3,2,3,-1.52759909668946,1,1,1,1,1
"00170-0070-0001-0039",NA,NA,NA,NA,NA,NA,NA,1.41102861101329,4,3,4,4,4,3,NA,NA,NA,NA,0.407754629074501,3,3,3,NA,NA,NA,NA,NA,NA,0.580775960898881,3,3,3,3,3,NA,NA,NA,NA,NA,NA,0.741577892084677,4,4,3,3,4
"00170-0071-0001-0002",0.130201044544325,3,3,3,3,2,3,0.682285586537784,3,4,3,3,3,3,0.890900156304986,3,4,4,0.141034122678427,3,3,2,0.944818378102784,3,3,4,4,4,0.887598187123057,3,2,4,3,4,-0.312128666440535,3,1,4,1,1,0.127759188401726,3,3,2,NA,4
"00170-0071-0001-0003",0.581502914818679,3,3,4,3,3,3,0.940386981036227,3,4,4,3,3,3,0.199253504854407,3,3,3,0.141034122678427,3,3,2,0.487365572522367,4,3,3,3,3,0.580775960898881,3,3,3,3,3,-0.380625596367436,2,2,2,2,2,0.0649842238569477,3,2,3,2,4
"00170-0071-0001-0004",-0.972266536594156,2,1,2,2,2,2,-1.84515448566846,1,2,1,1,1,1,-0.553645581246117,3,2,2,-0.834303577306735,2,2,1,-0.754875266066217,2,2,2,2,2,-1.69756034126817,1,1,1,1,1,-1.31630817300646,1,1,1,1,1,-1.52759909668946,1,1,1,1,1
"00170-0071-0001-0005",0.316895221729886,3,3,3,3,3,3,-0.738198857530861,2,2,2,2,2,2,-0.0774978699633682,3,3,2,-0.624960511436945,2,2,2,0.447820011995915,3,3,3,4,3,-0.281334270748773,2,3,2,2,2,-1.15094335257707,2,1,1,1,1,-0.46732950817751,2,3,2,1,2
"00170-0071-0001-0006",0.153234153355436,2,3,3,3,3,3,-0.167003773166161,2,3,3,2,3,2,-0.553645581246117,3,2,2,0.407754629074501,3,3,3,0.0447800500879307,3,2,3,3,3,-0.496325101745625,2,2,2,2,2,0.191064903067758,3,3,2,4,NA,0.0649842238569477,3,2,3,2,4
"00170-0071-0001-0007",-0.825118449181821,2,2,2,2,2,2,-0.357413015057283,2,2,2,2,3,3,-0.0774978699633682,3,3,2,-0.624960511436945,2,2,2,-1.40933268913018,1,2,1,2,1,-0.913261357458181,1,2,2,2,1,-0.310268985317343,3,1,3,3,1,0.0118339235507412,4,3,2,2,3
"00170-0071-0001-0008",-0.127625661834105,2,4,3,2,3,2,-0.404842815501378,2,3,2,2,3,2,-1.8348982053446,1,1,1,-0.834303577306735,2,2,1,0.377557845707175,4,2,4,2,3,-0.107085127134494,3,2,2,3,2,-0.693288648272747,2,1,2,1,2,0.205761128204731,3,3,3,3,3
"00170-0071-0001-0009",-2.05210487379039,1,1,1,1,1,1,-2.08172567444038,1,1,1,1,1,1,-1.8348982053446,1,1,1,-1.6026139971396,1,1,1,-1.91741951870438,1,1,1,1,1,-1.69756034126817,1,1,1,1,1,-1.31630817300646,1,1,1,1,1,-1.52759909668946,1,1,1,1,1
"00170-0071-0001-0010",-0.61228171313842,2,2,2,2,2,3,-0.738198857530861,2,2,2,2,2,2,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,-1.22967137228173,2,1,1,2,2,-0.90246534134603,1,1,2,2,2,-0.72970120086786,2,2,1,1,2,-0.166205839634856,2,3,3,2,2
"00170-0071-0001-0011",-0.591512963199888,1,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,-1.08442010223144,2,2,1,NA,NA,NA,NA,-0.601046338335395,2,2,2,3,2,NA,NA,NA,NA,NA,NA,-1.31630817300646,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"00170-0071-0001-0012",-0.232242433960227,2,2,3,2,3,3,-0.738198857530861,2,2,2,2,2,2,-0.848178210081668,2,2,2,-0.396156698816674,2,3,1,-0.796354976944455,1,3,2,3,1,-1.1696524912872,1,1,1,2,2,-0.205500105906367,NA,2,NA,NA,NA,-0.584113724471133,2,2,2,2,2
"00170-0071-0001-0013",-0.103494002856821,3,3,2,3,2,3,-1.46096818484217,1,3,1,1,1,2,-0.439421217306059,2,3,2,-1.6026139971396,1,1,1,-0.754875266066217,2,2,2,2,2,-0.4161034690261,3,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00170-0071-0001-0014",-0.0835150905768681,1,2,3,NA,4,3,-0.0196403952345125,3,3,2,2,3,3,1.01459026274053,4,4,3,0.407754629074501,3,3,3,0.0737042900884769,2,3,3,3,3,-0.496325101745625,2,2,2,2,2,0.317080326613267,3,3,3,3,3,-0.060404001999498,3,3,3,2,2
"00170-0071-0001-0015",0.316895221729886,3,3,3,3,3,3,-0.219358126743737,2,3,2,2,3,3,1.01459026274053,4,4,3,-0.624960511436945,2,2,2,0.487365572522367,4,3,3,3,3,-0.0333733498939681,3,2,3,2,2,0.261211229714117,3,3,3,NA,NA,-0.584113724471133,2,2,2,2,2
"00170-0071-0001-0016",-0.254076721119484,2,3,3,2,2,3,-0.738198857530861,2,2,2,2,2,2,-0.328863099905878,3,2,3,0.407754629074501,3,3,3,-0.601046338335395,2,2,2,3,2,-0.496325101745625,2,2,2,2,2,-0.809061555540186,3,2,1,1,1,-0.584113724471133,2,2,2,2,2
"00170-0071-0001-0017",-0.235881136855625,2,3,2,3,2,3,-0.738198857530861,2,2,2,2,2,2,0.564280481719156,4,3,3,0.141034122678427,3,3,2,-0.177200400338331,2,2,3,4,2,-0.525747058512636,2,1,2,3,2,-1.31630817300646,1,1,1,1,1,-0.907928759091561,2,2,1,1,2
"00170-0071-0001-0018",0.316895221729886,3,3,3,3,3,3,0.495913076204877,3,3,3,3,3,3,-0.553645581246117,3,2,2,0.407754629074501,3,3,3,1.511153808915,4,4,4,4,4,0.820614240252426,3,3,3,3,4,0.317080326613267,3,3,3,3,3,0.205761128204731,3,3,3,3,3
"00170-0071-0001-0019",0.00455549132843763,2,2,3,3,3,3,-0.738198857530861,2,2,2,2,2,2,-0.848178210081668,2,2,2,-0.351134532694353,3,2,2,-0.601046338335395,2,2,2,3,2,-0.308227121587011,2,2,2,3,2,-0.161812594488431,2,2,2,4,2,0.194351221060888,NA,NA,NA,3,3
"00170-0071-0001-0020",-0.825118449181821,2,2,2,2,2,2,0.495913076204877,3,3,3,3,3,3,0.199253504854407,3,3,3,-1.6026139971396,1,1,1,-0.754875266066217,2,2,2,2,2,-0.496325101745625,2,2,2,2,2,-0.380625596367436,2,2,2,2,2,0.205761128204731,3,3,3,3,3
"00170-0072-0001-0001",-0.320929264082401,2,3,2,2,3,3,0.73038678204609,3,3,3,3,3,4,-1.08442010223144,2,2,1,-0.351134532694353,3,2,2,-0.972980874390056,2,1,2,2,2,-0.0930951612114424,2,2,2,3,3,-0.169820634813195,1,2,3,3,2,-0.134619185539803,2,2,3,1,4
"00170-0072-0001-0002",-0.478002242598748,2,3,2,2,2,3,-0.0196403952345125,3,3,2,2,3,3,-0.439421217306059,2,3,2,0.141034122678427,3,3,2,0.208156034137657,3,2,3,4,3,-0.0930951612114424,2,2,2,3,3,-0.445453347989073,2,1,2,3,2,-0.205513239270055,2,3,2,2,3
"00170-0072-0001-0003",0.948106279296319,3,3,4,3,4,4,0.220952591902943,3,3,2,3,3,3,-0.365004241896417,3,3,1,-0.559569687606774,3,2,1,-0.397360251598091,2,2,2,3,3,0.864779355028408,3,2,4,4,3,0.0297943545706018,2,3,2,3,3,0.394519082366354,1,4,3,3,4
"00170-0072-0001-0004",-0.3749040896099,3,3,2,2,3,2,-0.536787790717624,2,3,1,2,3,3,0.199253504854407,3,3,3,-0.396156698816674,2,3,1,0.327531243691747,2,4,3,3,3,-0.0386812018499427,2,2,3,3,2,-0.67982834481367,2,2,2,1,1,-0.584113724471133,2,2,2,2,2
"00170-0072-0001-0005",-0.151013334785526,3,3,3,2,3,2,0.495913076204877,3,3,3,3,3,3,-0.848178210081668,2,2,2,-0.624960511436945,2,2,2,-0.55323494460939,2,1,3,3,2,-0.318787307759477,3,1,2,3,2,-0.945791043062589,1,1,1,3,1,0.0959006379933739,2,3,3,3,3
"00170-0072-0001-0006",0.388077233121052,2,3,3,3,3,4,0.495913076204877,3,3,3,3,3,3,0.337277542859554,4,3,2,0.80694640972304,4,3,3,-0.243666681474915,3,2,2,4,2,0.365460485006521,3,2,3,3,3,-0.431832547690568,2,2,2,3,1,0.61449616545126,2,4,3,4,4
"00170-0072-0001-0007",-0.0852821530314941,2,3,2,3,3,3,0.495913076204877,3,3,3,3,3,3,-0.00385634745464961,4,2,3,-0.351134532694353,3,2,2,-0.211192651840884,3,2,2,3,3,0.173794796020159,2,2,3,3,3,-0.713274388315242,1,1,2,3,1,0.240098465964008,2,4,3,2,3
"00170-0072-0001-0008",-0.320929264082401,2,3,2,2,3,3,-0.0819158833247247,3,2,2,3,2,3,-1.8348982053446,1,1,1,-0.396156698816674,2,3,1,-1.17340320867866,2,1,2,2,1,-0.107085127134494,3,2,2,3,2,-0.549073226289765,2,1,1,4,2,0.0609712242686099,2,3,2,3,4
"00170-0072-0001-0009",-0.951533425707526,2,3,1,2,2,2,0.495913076204877,3,3,3,3,3,3,-1.8348982053446,1,1,1,-1.6026139971396,1,1,1,-1.03450654390234,2,1,2,3,1,-0.691548161239828,1,1,2,4,1,-1.31630817300646,1,1,1,1,1,-1.52759909668946,1,1,1,1,1
"00170-0072-0001-0010",-1.20527704690993,1,1,1,1,3,3,-0.624060273851222,3,3,1,1,3,3,0.688657674540425,3,4,3,0.407754629074501,3,3,3,0.948159840565283,3,4,4,4,3,0.329029184368212,3,1,3,4,3,0.726588336732426,2,3,4,4,4,0.506793559896322,2,4,3,3,4
"00170-0072-0001-0011",-0.518760907326286,2,3,2,2,3,2,-0.167003773166161,2,3,3,2,3,2,-0.848178210081668,2,2,2,-0.624960511436945,2,2,2,-0.335921887561698,2,2,3,3,2,0.580775960898881,3,3,3,3,3,-0.310268985317343,3,1,3,3,1,0.074195965407209,2,4,3,2,2
"00170-0072-0001-0012",-0.289846039701753,2,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,-0.0774978699633682,3,3,2,NA,NA,NA,NA,-0.396770329363063,2,2,3,4,1,NA,NA,NA,NA,NA,NA,-1.31630817300646,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"00170-0072-0001-0013",-0.812380759014094,1,2,2,2,3,2,0.12513896614581,3,2,3,3,3,2,-1.12918846915144,1,2,2,-0.834303577306735,2,2,1,-1.43076416407626,2,1,1,2,1,0.36206675026373,2,3,3,4,2,-0.310268985317343,3,1,3,3,1,-0.626091637504986,1,3,1,1,3
"00170-0072-0001-0014",1.02886599732401,3,3,4,4,3,4,0.495913076204877,3,3,3,3,3,3,0.688657674540425,3,4,3,-0.112170507722328,3,3,1,1.19619612677533,3,4,4,4,4,-0.974762517327424,2,1,1,2,2,-0.454137111408999,1,2,2,1,3,0.638151477733693,2,4,4,2,4
"00170-0072-0001-0015",-0.0179761984741861,2,3,3,3,2,3,1.20188964554799,3,3,4,4,4,3,-0.553645581246117,3,2,2,0.971926532002412,3,4,3,-0.601046338335395,2,2,2,3,2,0.574959591141795,3,2,3,4,3,-1.04751730564561,1,1,1,1,2,0.607675723951708,2,3,4,4,4
"00170-0072-0001-0016",-1.38778772972093,1,2,2,1,1,2,-0.404842815501378,2,3,2,2,3,2,-1.8348982053446,1,1,1,-0.351134532694353,3,2,2,-1.91741951870438,1,1,1,1,1,-0.279278825007888,2,2,2,2,3,-0.51495503613404,3,1,2,3,1,-0.380898601404459,2,2,3,2,2
